Id,Severity,Status,Title,Create Time,Team,Owner
52054396,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/18/2017 2:09:49 AM +00:00,UCM Account Management A+P,guowu
52054292,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [PilotFactory_Prod_FailedExecution] is unhealthy.,11/18/2017 2:07:25 AM +00:00,UCM Account Management A+P,v-ruchit
52054288,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [ExportUcmStagingDataToUcmDW_Prod_FailedExecution] is unhealthy.,11/18/2017 2:07:22 AM +00:00,UCM Account Management A+P,v-chaspa
52049003,3,RESOLVED,Azure Portal access for Unified Customer Management (UCM) Service,11/18/2017 12:15:53 AM +00:00,UCM Account Management A+P,v-amitb
52048989,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [PilotFactory_PROD_FailedExecution] is unhealthy.,11/18/2017 12:15:41 AM +00:00,UCM Account Management A+P,v-sujari
52048640,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [UcmBusinessAnalyticsFactDataLoadFactory-Prod_PROD_FailedExecution] is unhealthy.,11/18/2017 12:09:49 AM +00:00,UCM Account Management A+P,v-sujari
52021406,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [UcmAttainmentPacing-Prod_Prod_FailedExecution] is unhealthy.,11/17/2017 4:16:11 PM +00:00,UCM Account Management A+P,raphr
52020998,3,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/17/2017 4:09:39 PM +00:00,UCM Ticketing & Engagement,v-avarma
52020855,3,RESOLVED,[UCM -UI] – Script Error,11/17/2017 4:07:37 PM +00:00,UCM Opportunities,
52020544,3,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/17/2017 4:01:26 PM +00:00,UCM Ticketing & Engagement,v-avarma
52019485,3,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/17/2017 3:40:11 PM +00:00,UCM Ticketing & Engagement,v-avarma
52010361,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportClientCenterCustomerAccountDataToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/17/2017 12:16:21 PM +00:00,UCM Account Management A+P,v-sujari
52008119,3,RESOLVED,Opportunities DataFactory Automation - Pre-Validation Failed - ESCALATION,11/17/2017 11:19:12 AM +00:00,UCM Opportunities,chenxlu
52008115,3,RESOLVED,Opportunities DataFactory Automation - Pre-Validation Failed - ESCALATION,11/17/2017 11:19:08 AM +00:00,UCM Opportunities,chenxlu
51999600,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportClientCenterUserDataToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/17/2017 8:14:00 AM +00:00,UCM Account Management A+P,v-sujari
51990318,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] EditTicket,11/17/2017 4:55:01 AM +00:00,UCM Ticketing & Engagement,v-rozag
51987858,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [UcmAttainmentPacing-Prod_Prod_FailedExecution] is unhealthy.,11/17/2017 4:16:12 AM +00:00,UCM Account Management A+P,raphr
51987847,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/17/2017 4:16:05 AM +00:00,UCM Account Management A+P,raphr
51986971,3,RESOLVED,Ticketing Job Dispatcher Reliability for Creator is below SLA,11/17/2017 3:56:55 AM +00:00,UCM Ticketing & Engagement,v-avarma
51982160,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/17/2017 2:19:42 AM +00:00,UCM Opportunities,zhijin
51981893,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [UcmOpportunityFactorySQLDBProd_Prod_FailedExecution] is unhealthy.,11/17/2017 2:13:11 AM +00:00,UCM Opportunities,zhijin
51974777,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [MDBAccountAttributes-Staging_Prod_FailedExecution] is unhealthy.,11/17/2017 12:17:07 AM +00:00,UCM Account Management A+P,raphr
51963749,3,RESOLVED,[Support] UCMA error: Account is too large to show in UCMA. (by design),11/16/2017 9:45:35 PM +00:00,UCM Data Visualization Framework,
51963710,4,RESOLVED,[PRIVATE VNEXT TESTING] UCM-C ChangeRequests files are stalled in queue,11/16/2017 9:44:49 PM +00:00,UCM Account Management A+P,
51963660,2,RESOLVED,UCM Releases - vNext and Production - CloudTest | Funtional test issue,11/16/2017 9:43:41 PM +00:00,UCM Daily Shipping,guofzh
51962342,3,RESOLVED,[Support] UCMA Health Check Report Not Showing Data For Selected Account (No Repro),11/16/2017 9:23:09 PM +00:00,UCM Data Visualization Framework,lolondon
51958123,3,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/16/2017 8:10:21 PM +00:00,UCM Ticketing & Engagement,v-avarma
51954758,3,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/16/2017 7:21:09 PM +00:00,UCM Ticketing & Engagement,v-avarma
51940878,3,RESOLVED,[ALERT ACTIVATED] - AccountCustomerRelationFullPull-Staging  happened for datafactories AccountCustomerRelationFullPull-Staging,11/16/2017 2:50:27 PM +00:00,UCM Account Management A+P,v-sujari
51939098,3,RESOLVED,Opportunities DataFactory Automation - Pre-Validation Failed - ESCALATION,11/16/2017 2:18:35 PM +00:00,UCM Opportunities,zhijin
51939093,3,RESOLVED,Opportunities DataFactory Automation - Pre-Validation Failed - ESCALATION,11/16/2017 2:18:33 PM +00:00,UCM Opportunities,chenxlu
51934588,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] KeywordExpanderOpportunity,11/16/2017 1:08:32 PM +00:00,UCM Opportunities,liazhou
51934490,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] AttainmentPacingSummaryTab,11/16/2017 1:07:37 PM +00:00,UCM Data Visualization Framework,v-chenan
51931319,3,RESOLVED,Opportunities DataFactory Automation - Generic Exception - ESCALATION,11/16/2017 12:21:53 PM +00:00,UCM Opportunities,
51931318,3,RESOLVED,Opportunities DataFactory Automation - Generic Exception - ESCALATION,11/16/2017 12:21:51 PM +00:00,UCM Opportunities,chenxlu
51927397,3,RESOLVED,Opportunities DataFactory Automation - Pre-Validation Failed - ESCALATION,11/16/2017 11:37:07 AM +00:00,UCM Opportunities,zhijin
51920421,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportClientCenterCustomerAccountDataToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/16/2017 10:16:09 AM +00:00,UCM Account Management A+P,
51909799,3,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/16/2017 8:31:05 AM +00:00,UCM Ticketing & Engagement,v-vaagr
51907758,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/16/2017 8:10:09 AM +00:00,UCM Ticketing & Engagement,v-avarma
51907237,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [CAPIncidentEPHNYCampaignPull_Prod_FailedExecution] is unhealthy.,11/16/2017 8:07:12 AM +00:00,UCM Ticketing & Engagement,v-anawa
51906901,2,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/16/2017 8:01:03 AM +00:00,UCM Ticketing & Engagement,v-vaagr
51900963,4,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/16/2017 7:03:04 AM +00:00,UCM Ticketing & Engagement,v-vaagr
51898446,2,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/16/2017 6:31:06 AM +00:00,UCM Ticketing & Engagement,v-vaagr
51896132,1,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/16/2017 6:01:13 AM +00:00,UCM Ticketing & Engagement,v-vaagr
51894745,3,RESOLVED,OrgStructureChangeRequestPlugin is unhealthy,11/16/2017 5:49:55 AM +00:00,UCM Account Management A+P,v-ruchit
51890445,4,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/16/2017 5:11:02 AM +00:00,UCM Ticketing & Engagement,v-rozag
51887062,1,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/16/2017 4:41:04 AM +00:00,UCM Ticketing & Engagement,v-vaagr
51885622,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/16/2017 4:19:37 AM +00:00,UCM Account Management A+P,raphr
51885477,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [UcmAttainmentPacing-Prod_Prod_FailedExecution] is unhealthy.,11/16/2017 4:16:05 AM +00:00,UCM Data Visualization Framework,v-vinai
51865850,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportClientCenterUserDataToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/16/2017 12:16:11 AM +00:00,UCM Account Management A+P,v-ruchit
51863507,2,RESOLVED,Manager Dashboard: Still seeing weirdness in the revenue numbers,11/15/2017 11:36:37 PM +00:00,UCM Business Analytics,robeoliv
51858895,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportClientCenterCustomerAccountDataToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/15/2017 10:13:57 PM +00:00,UCM Account Management A+P,v-sujari
51856895,2,RESOLVED,UCM-A Manager Dashboard not working,11/15/2017 9:41:24 PM +00:00,UCM Data Visualization Framework,v-chenan
51851096,3,RESOLVED,Private vNext deployments failing,11/15/2017 8:03:03 PM +00:00,UCM Daily Shipping,v-suosw
51846287,3,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/15/2017 6:55:25 PM +00:00,UCM Ticketing & Engagement,v-avarma
51845879,3,RESOLVED,Ticketing Job Dispatcher Reliability for Communication Attacher is below SLA,11/15/2017 6:48:59 PM +00:00,UCM Ticketing & Engagement,v-avarma
51842717,4,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/15/2017 5:45:23 PM +00:00,UCM Ticketing & Engagement,v-avarma
51842534,1,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/15/2017 5:40:07 PM +00:00,UCM Ticketing & Engagement,rykelch
51841960,1,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/15/2017 5:30:24 PM +00:00,UCM Ticketing & Engagement,roopapu
51841049,1,RESOLVED,Ticketing Job Dispatcher Reliability for Communication Attacher is below SLA,11/15/2017 5:14:19 PM +00:00,UCM Ticketing & Engagement,v-avarma
51840454,2,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/15/2017 5:00:21 PM +00:00,UCM Ticketing & Engagement,v-avarma
51840440,2,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/15/2017 5:00:07 PM +00:00,UCM Ticketing & Engagement,roopapu
51840282,3,RESOLVED,ASP .Net\Request Current above threshold,11/15/2017 4:57:34 PM +00:00,UCM Daily Shipping,
51840078,3,RESOLVED,ASP .Net\Request Current above threshold,11/15/2017 4:52:28 PM +00:00,UCM Daily Shipping,
51840063,3,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/15/2017 4:52:04 PM +00:00,UCM Ticketing & Engagement,v-avarma
51839455,2,RESOLVED,Ticketing Job Dispatcher Reliability for Communication Attacher is below SLA,11/15/2017 4:43:15 PM +00:00,UCM Ticketing & Engagement,roopapu
51839422,3,RESOLVED,ASP .Net\Request Current above threshold,11/15/2017 4:42:37 PM +00:00,UCM Daily Shipping,
51839325,3,RESOLVED,ASP .Net\Request Current above threshold,11/15/2017 4:40:14 PM +00:00,UCM Daily Shipping,
51838303,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/15/2017 4:19:55 PM +00:00,UCM Account Management A+P,raphr
51838178,3,RESOLVED,Ticketing Job Dispatcher Reliability for Creator is below SLA,11/15/2017 4:16:45 PM +00:00,UCM Ticketing & Engagement,v-avarma
51838061,3,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/15/2017 4:14:11 PM +00:00,UCM Ticketing & Engagement,v-avarma
51836727,3,RESOLVED,Ticketing Job Dispatcher Reliability for Communication Attacher is below SLA,11/15/2017 3:48:17 PM +00:00,UCM Ticketing & Engagement,v-avarma
51835392,4,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/15/2017 3:22:18 PM +00:00,UCM Ticketing & Engagement,v-avarma
51832728,2,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/15/2017 2:32:11 PM +00:00,UCM Ticketing & Engagement,v-avarma
51831849,3,RESOLVED,Ticketing Job Dispatcher Reliability for Creator is below SLA,11/15/2017 2:16:45 PM +00:00,UCM Ticketing & Engagement,v-avarma
51830299,4,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/15/2017 1:47:12 PM +00:00,UCM Ticketing & Engagement,v-avarma
51829022,1,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/15/2017 1:21:59 PM +00:00,UCM Ticketing & Engagement,v-avarma
51827238,3,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/15/2017 12:54:32 PM +00:00,UCM Ticketing & Engagement,v-smitak
51821487,2,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/15/2017 11:21:56 AM +00:00,UCM Ticketing & Engagement,v-smitak
51821382,3,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/15/2017 11:19:52 AM +00:00,UCM Ticketing & Engagement,v-smitak
51821061,3,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/15/2017 11:12:02 AM +00:00,UCM Ticketing & Engagement,v-smitak
51819756,2,RESOLVED,UCM-A UserAction Reliability is below SLA,11/15/2017 10:46:00 AM +00:00,UCM Data Visualization Framework,v-vinai
51816164,3,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/15/2017 9:44:14 AM +00:00,UCM Ticketing & Engagement,v-smitak
51812525,3,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/15/2017 8:45:17 AM +00:00,UCM Ticketing & Engagement,v-smitak
51810832,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/15/2017 8:20:03 AM +00:00,UCM Account Management MSL,raphr
51809432,3,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/15/2017 8:00:33 AM +00:00,UCM Ticketing & Engagement,v-vaagr
51801334,3,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/15/2017 5:27:10 AM +00:00,UCM Ticketing & Engagement,v-smitak
51800703,3,RESOLVED,Ticketing Job Dispatcher Reliability for Communication Attacher is below SLA,11/15/2017 5:13:23 AM +00:00,UCM Ticketing & Engagement,v-smitak
51795067,3,RESOLVED,Ticketing Job Dispatcher Reliability for Creator is below SLA,11/15/2017 3:41:53 AM +00:00,UCM Ticketing & Engagement,v-avarma
51790226,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/15/2017 2:21:39 AM +00:00,UCM Account Management A+P,
51790225,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/15/2017 2:21:37 AM +00:00,UCM Account Management A+P,
51790219,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/15/2017 2:21:27 AM +00:00,UCM Account Management A+P,
51788000,3,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/15/2017 1:40:24 AM +00:00,UCM Ticketing & Engagement,v-avarma
51782415,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/15/2017 12:21:23 AM +00:00,UCM Account Management A+P,v-nilpat
51779366,3,RESOLVED,[Support] UCMA Shared Opportunity Pitches not Rendering Properly in Email,11/14/2017 11:35:18 PM +00:00,UCM Opportunities,yueych
51779155,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] KeywordExpanderOpportunity,11/14/2017 11:31:19 PM +00:00,UCM Opportunities,rany
51772184,3,RESOLVED,[Support] UCMA and UCMC show stale data for account X1457395,11/14/2017 9:54:45 PM +00:00,UCM Account Management A+P,zhama
51768999,3,RESOLVED,"'Report an issue' is showing unreleased experience for all users, not functioning consistently.",11/14/2017 9:22:07 PM +00:00,UCM Data Visualization Framework,ericwa
51762204,3,RESOLVED,Ticketing Job Dispatcher Reliability for Creator is below SLA,11/14/2017 8:40:32 PM +00:00,UCM Ticketing & Engagement,v-avarma
51755318,2,RESOLVED,UCM-T UserAction Reliability is below SLA,11/14/2017 8:19:36 PM +00:00,UCM Ticketing & Engagement,v-avarma
51751550,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/14/2017 8:11:40 PM +00:00,UCM Account Management A+P,v-sujari
51739012,3,RESOLVED,[Support] - Unable to add users  to vTeams in UCM-T,11/14/2017 7:48:59 PM +00:00,UCM Ticketing & Engagement,v-vaagr
51724037,3,RESOLVED,AdvertiserHealthChecker Reliability Is Below SLA,11/14/2017 5:36:21 PM +00:00,UCM Data Visualization Framework,luxhe
51723653,3,RESOLVED,AdvertiserHealthChecker Reliability Is Below SLA,11/14/2017 5:30:16 PM +00:00,UCM Data Visualization Framework,
51722157,3,RESOLVED,AdvertiserHealthChecker Reliability Is Below SLA,11/14/2017 5:05:24 PM +00:00,UCM Data Visualization Framework,
51717597,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/14/2017 4:15:02 PM +00:00,UCM Account Management A+P,v-sujari
51716532,2,RESOLVED,Flaky FT -ValidateUploadFileAndCreateOrgStructureChangeRequest,11/14/2017 3:59:05 PM +00:00,UCM Account Management A+P,v-rajodh
51713574,2,RESOLVED,[UCM-CloudTest-CI] Excessive Session Failure(s) Detected,11/14/2017 3:13:43 PM +00:00,UCM Daily Shipping,guofzh
51713523,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] ValidateAlertsTileNavigation,11/14/2017 3:12:47 PM +00:00,UCM Ticketing & Engagement,v-arcbal
51713522,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] CreateBobLevelScorecardReport,11/14/2017 3:12:46 PM +00:00,UCM Data Visualization Framework,v-vinai
51709594,2,RESOLVED,Flaky FT - ValidateSelectedMsAliasInGenerateOrgStructureFileControl,11/14/2017 2:09:07 PM +00:00,UCM Account Management A+P,v-rajodh
51709454,2,RESOLVED,TicketingBreadcrumbValidations - Flaky FT,11/14/2017 2:05:29 PM +00:00,UCM Ticketing & Engagement,v-arcbal
51707558,3,RESOLVED,[Support] [UCMA] Ticket Tab Showing other customers tickets,11/14/2017 1:25:37 PM +00:00,UCM Ticketing & Engagement,roopapu
51699974,3,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/14/2017 10:55:25 AM +00:00,UCM Ticketing & Engagement,v-avarma
51699520,3,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/14/2017 10:46:33 AM +00:00,UCM Ticketing & Engagement,v-smitak
51695857,3,RESOLVED,ASP .Net\Request Current above threshold,11/14/2017 9:42:40 AM +00:00,UCM Daily Shipping,
51682243,3,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/14/2017 5:55:12 AM +00:00,UCM Ticketing & Engagement,v-smitak
51674430,3,RESOLVED,Jobdispather Plugin Reliability is below SLA,11/14/2017 4:15:25 AM +00:00,UCM Ticketing & Engagement,v-smitak
51674313,2,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/14/2017 4:13:46 AM +00:00,UCM Ticketing & Engagement,v-smitak
51674029,3,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/14/2017 4:10:02 AM +00:00,UCM Ticketing & Engagement,v-vaagr
51648822,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/14/2017 12:27:11 AM +00:00,UCM Account Management A+P,
51648820,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/14/2017 12:27:10 AM +00:00,UCM Account Management A+P,
51640314,2,RESOLVED,ASP .Net\Request Current above threshold,11/13/2017 11:19:01 PM +00:00,UCM Daily Shipping,
51640303,2,RESOLVED,ASP .Net\Request Current above threshold,11/13/2017 11:18:55 PM +00:00,UCM Daily Shipping,
51640299,2,RESOLVED,ASP .Net\Request Current above threshold,11/13/2017 11:18:53 PM +00:00,UCM Daily Shipping,
51632300,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/13/2017 10:17:16 PM +00:00,UCM Account Management A+P,v-sujari
51628297,2,RESOLVED,ASP .Net\Request Current above threshold,11/13/2017 9:34:03 PM +00:00,UCM Daily Shipping,guowu
51628294,2,RESOLVED,ASP .Net\Request Current above threshold,11/13/2017 9:34:01 PM +00:00,UCM Daily Shipping,
51628098,2,RESOLVED,ASP .Net\Request Current above threshold,11/13/2017 9:29:01 PM +00:00,UCM Daily Shipping,
51628096,2,RESOLVED,ASP .Net\Request Current above threshold,11/13/2017 9:28:59 PM +00:00,UCM Daily Shipping,
51628091,2,RESOLVED,ASP .Net\Request Current above threshold,11/13/2017 9:28:53 PM +00:00,UCM Daily Shipping,
51624079,4,RESOLVED,Need to view Data factory for client center copy issue,11/13/2017 8:21:50 PM +00:00,UCM Ticketing & Engagement,rykelch
51607457,3,RESOLVED,Ticketing Job Dispatcher Reliability for Creator is below SLA,11/13/2017 3:51:22 PM +00:00,UCM Ticketing & Engagement,v-avarma
51594778,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/13/2017 12:16:59 PM +00:00,UCM Account Management A+P,
51589927,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/13/2017 10:17:10 AM +00:00,UCM Account Management A+P,
51587052,2,RESOLVED,UCM-A UserAction Reliability is below SLA,11/13/2017 9:11:17 AM +00:00,UCM Account Management A+P,v-nilpat
51584765,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/13/2017 8:17:01 AM +00:00,UCM Account Management A+P,
51583278,3,RESOLVED,JIT ACCESS,11/13/2017 7:46:03 AM +00:00,UCM Account Management A+P,v-nilpat
51572985,3,RESOLVED,Ticketing Job Dispatcher Reliability for Creator is below SLA,11/13/2017 3:06:29 AM +00:00,UCM Ticketing & Engagement,v-avarma
51568763,3,RESOLVED,Ticketing Job Dispatcher Reliability for UCMT ASD plugin is below SLA,11/13/2017 12:56:48 AM +00:00,UCM Ticketing & Engagement,v-vaagr
51567253,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/13/2017 12:10:59 AM +00:00,UCM Account Management A+P,v-nilpat
51563425,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/12/2017 10:11:04 PM +00:00,UCM Account Management A+P,v-sujari
51560015,3,RESOLVED,UCMA - Azure Data factory Execution Monitoring - Pipeline Failed,11/12/2017 8:17:06 PM +00:00,UCM Account Management A+P,v-sujari
51532440,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 6:01:03 AM +00:00,UCM Account Management A+P,
51532439,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 6:01:02 AM +00:00,UCM Account Management A+P,
51532167,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 5:54:16 AM +00:00,UCM Account Management A+P,
51531890,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 5:47:33 AM +00:00,UCM Account Management A+P,
51531888,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 5:47:32 AM +00:00,UCM Account Management A+P,
51531674,3,RESOLVED,SA DRI Pls reboot monitor service ,11/12/2017 5:40:21 AM +00:00,UCM Account Management A+P,v-sujari
51531672,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 5:40:20 AM +00:00,UCM Account Management A+P,
51531422,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 5:33:33 AM +00:00,UCM Account Management A+P,
51531231,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 5:26:49 AM +00:00,UCM Account Management A+P,
51531026,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 5:20:10 AM +00:00,UCM Account Management A+P,
51530835,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 5:13:07 AM +00:00,UCM Account Management A+P,
51530588,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 5:05:20 AM +00:00,UCM Account Management A+P,
51530587,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 5:05:18 AM +00:00,UCM Account Management A+P,
51530357,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:58:38 AM +00:00,UCM Account Management A+P,
51530154,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:51:48 AM +00:00,UCM Account Management A+P,
51530153,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:51:47 AM +00:00,UCM Account Management A+P,
51530151,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:51:45 AM +00:00,UCM Account Management A+P,
51529896,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:45:06 AM +00:00,UCM Account Management A+P,
51529891,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:45:05 AM +00:00,UCM Account Management A+P,
51529642,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:37:49 AM +00:00,UCM Account Management A+P,
51529638,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:37:47 AM +00:00,UCM Account Management A+P,
51529636,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:37:46 AM +00:00,UCM Account Management A+P,
51529634,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:37:43 AM +00:00,UCM Account Management A+P,
51529632,3,RESOLVED,P0 issue - Azure SA Latency & Backlog Alert for Ucm_RRSO_Cosmos,11/12/2017 4:37:42 AM +00:00,UCM Account Management A+P,
